BHT_SIZE_BITS,PHT_SIZE_BITS,HIST_LEN,trace,instructions,branches,cond_branches,predictions,extra_cycles,short_misp,block_short_misp,mispredictions,p1_latency,p2_latency,energy_per_inst
11,11,4,test,2004999,396599,334545,2004999,92576,0,0,32915,1.11667,1.13,283
11,11,5,test,2004999,396599,334545,2004999,101541,0,0,30700,1.08667,1.1,288
11,11,6,test,2004999,396599,334545,2004999,109175,0,0,28871,1.1,1.11333,316
11,11,7,test,2004999,396599,334545,2004999,115402,0,0,27833,1.12667,1.14,343
11,11,8,test,2004999,396599,334545,2004999,121959,0,0,27357,1.21,1.22333,292
11,11,9,test,2004999,396599,334545,2004999,128034,0,0,26708,1.21667,1.23,309
11,11,10,test,2004999,396599,334545,2004999,133580,0,0,25870,1.22333,1.23667,323
11,11,11,test,2004999,396599,334545,2004999,138344,0,0,25182,1.23,1.24333,338
11,11,12,test,2004999,396599,334545,2004999,143048,0,0,26142,1.27,1.28333,356
11,12,4,test,2004999,396599,334545,2004999,92489,0,0,32903,1.23333,1.24667,283
11,12,5,test,2004999,396599,334545,2004999,101449,0,0,30670,1.23667,1.25,309
11,12,6,test,2004999,396599,334545,2004999,109071,0,0,28864,1.25,1.26333,335
11,12,7,test,2004999,396599,334545,2004999,115290,0,0,27812,1.26333,1.27667,361
11,12,8,test,2004999,396599,334545,2004999,121832,0,0,27330,1.33,1.34333,410
11,12,9,test,2004999,396599,334545,2004999,127899,0,0,26691,1.30333,1.31667,418
11,12,10,test,2004999,396599,334545,2004999,133435,0,0,25858,1.35,1.36333,401
11,12,11,test,2004999,396599,334545,2004999,138198,0,0,25157,1.36,1.37333,425
11,12,12,test,2004999,396599,334545,2004999,142897,0,0,26081,1.41,1.42333,452
12,4,4,test,2004999,396599,334545,2004999,118433,0,0,44539,0.953333,0.966667,178
12,4,5,test,2004999,396599,334545,2004999,128876,0,0,41322,0.906667,0.92,178
12,4,6,test,2004999,396599,334545,2004999,138233,0,0,38572,0.91,0.923333,180
12,4,7,test,2004999,396599,334545,2004999,146472,0,0,36753,0.913333,0.926667,182
12,4,8,test,2004999,396599,334545,2004999,154681,0,0,35257,0.913333,0.926667,181
12,4,9,test,2004999,396599,334545,2004999,162056,0,0,33982,0.916667,0.93,186
12,4,10,test,2004999,396599,334545,2004999,168963,0,0,33070,0.916667,0.93,188
12,4,11,test,2004999,396599,334545,2004999,175114,0,0,32655,0.916667,0.93,190
12,4,12,test,2004999,396599,334545,2004999,180881,0,0,32144,0.92,0.933333,192
12,5,4,test,2004999,396599,334545,2004999,104696,0,0,38492,0.97,0.983333,177
12,5,5,test,2004999,396599,334545,2004999,114759,0,0,36168,0.98,0.993333,183
12,5,6,test,2004999,396599,334545,2004999,123308,0,0,34280,0.983333,0.996667,186
12,5,7,test,2004999,396599,334545,2004999,131054,0,0,32934,0.986667,1,188
12,5,8,test,2004999,396599,334545,2004999,138122,0,0,31897,0.99,1.00333,191
12,5,9,test,2004999,396599,334545,2004999,144942,0,0,30777,0.98,0.993333,194
12,5,10,test,2004999,396599,334545,2004999,151150,0,0,29881,0.98,0.993333,196
12,5,11,test,2004999,396599,334545,2004999,156619,0,0,29400,0.983333,0.996667,199
12,5,12,test,2004999,396599,334545,2004999,161699,0,0,28721,0.983333,0.996667,201
12,6,4,test,2004999,396599,334545,2004999,100263,0,0,36028,1.00333,1.01667,187
12,6,5,test,2004999,396599,334545,2004999,109999,0,0,33708,1.01,1.02333,191
12,6,6,test,2004999,396599,334545,2004999,118205,0,0,31576,1.01333,1.02667,195
12,6,7,test,2004999,396599,334545,2004999,125162,0,0,30649,1.01667,1.03,198
12,6,8,test,2004999,396599,334545,2004999,131774,0,0,30042,1.00667,1.02,196
12,6,9,test,2004999,396599,334545,2004999,138213,0,0,29327,1.01667,1.03,205
12,6,10,test,2004999,396599,334545,2004999,144083,0,0,28273,1.02,1.03333,208
12,6,11,test,2004999,396599,334545,2004999,149163,0,0,27473,1.03333,1.04667,212
12,6,12,test,2004999,396599,334545,2004999,153989,0,0,26910,1.03667,1.05,215
12,7,4,test,2004999,396599,334545,2004999,98444,0,0,36359,1.02333,1.03667,194
12,7,5,test,2004999,396599,334545,2004999,108151,0,0,34115,1.03667,1.05,204
12,7,6,test,2004999,396599,334545,2004999,116336,0,0,32019,1.05,1.06333,209
12,7,7,test,2004999,396599,334545,2004999,123301,0,0,30361,1.05333,1.06667,215
12,7,8,test,2004999,396599,334545,2004999,130243,0,0,29124,1.06,1.07333,220
12,7,9,test,2004999,396599,334545,2004999,136639,0,0,27977,1.05667,1.07,222
12,7,10,test,2004999,396599,334545,2004999,142609,0,0,27229,1.06,1.07333,226
12,7,11,test,2004999,396599,334545,2004999,147704,0,0,26545,1.06333,1.07667,231
12,7,12,test,2004999,396599,334545,2004999,152515,0,0,25888,1.06333,1.07667,235
12,8,4,test,2004999,396599,334545,2004999,93238,0,0,33273,1.03667,1.05,211
12,8,5,test,2004999,396599,334545,2004999,102338,0,0,31135,1.03333,1.04667,217
12,8,6,test,2004999,396599,334545,2004999,110096,0,0,29312,1.03667,1.05,224
12,8,7,test,2004999,396599,334545,2004999,116445,0,0,28272,1.05333,1.06667,231
12,8,8,test,2004999,396599,334545,2004999,123100,0,0,27762,1.03667,1.05,228
12,8,9,test,2004999,396599,334545,2004999,129277,0,0,27097,1.06,1.07333,246
12,8,10,test,2004999,396599,334545,2004999,134921,0,0,26194,1.06333,1.07667,253
12,8,11,test,2004999,396599,334545,2004999,139785,0,0,25498,1.06667,1.08,260
12,8,12,test,2004999,396599,334545,2004999,144371,0,0,24795,1.07333,1.08667,276
12,9,4,test,2004999,396599,334545,2004999,93482,0,0,33269,1.05333,1.06667,225
12,9,5,test,2004999,396599,334545,2004999,102588,0,0,31043,1.09667,1.11,249
12,9,6,test,2004999,396599,334545,2004999,110366,0,0,29200,1.09,1.10333,267
12,9,7,test,2004999,396599,334545,2004999,116749,0,0,28149,1.09667,1.11,279
12,9,8,test,2004999,396599,334545,2004999,123447,0,0,27613,1.10333,1.11667,291
12,9,9,test,2004999,396599,334545,2004999,129667,0,0,26959,1.13333,1.14667,277
12,9,10,test,2004999,396599,334545,2004999,135358,0,0,26093,1.13667,1.15,286
12,9,11,test,2004999,396599,334545,2004999,140275,0,0,25395,1.14,1.15333,296
12,9,12,test,2004999,396599,334545,2004999,144915,0,0,24713,1.15,1.16333,318
12,10,4,test,2004999,396599,334545,2004999,92784,0,0,33000,1.11667,1.13,284
12,10,5,test,2004999,396599,334545,2004999,101780,0,0,30816,1.14,1.15333,306
12,10,6,test,2004999,396599,334545,2004999,109440,0,0,29024,1.16667,1.18,304
12,10,7,test,2004999,396599,334545,2004999,115710,0,0,27970,1.17,1.18333,320
12,10,8,test,2004999,396599,334545,2004999,122300,0,0,27448,1.13667,1.15,316
12,10,9,test,2004999,396599,334545,2004999,128401,0,0,26771,1.15333,1.16667,331
12,10,10,test,2004999,396599,334545,2004999,133972,0,0,25889,1.16,1.17333,346
12,10,11,test,2004999,396599,334545,2004999,138769,0,0,25209,1.16667,1.18,361
12,10,12,test,2004999,396599,334545,2004999,143289,0,0,24475,1.17333,1.18667,376
12,11,4,test,2004999,396599,334545,2004999,92576,0,0,32915,1.16333,1.17667,308
12,11,5,test,2004999,396599,334545,2004999,101541,0,0,30700,1.17333,1.18667,335
12,11,6,test,2004999,396599,334545,2004999,109175,0,0,28871,1.18667,1.2,363
12,11,7,test,2004999,396599,334545,2004999,115402,0,0,27833,1.21333,1.22667,391
12,11,8,test,2004999,396599,334545,2004999,121959,0,0,27357,1.30667,1.32,340
12,11,9,test,2004999,396599,334545,2004999,128034,0,0,26708,1.31333,1.32667,356
12,11,10,test,2004999,396599,334545,2004999,133580,0,0,25870,1.32,1.33333,371
12,11,11,test,2004999,396599,334545,2004999,138344,0,0,25182,1.31667,1.33,386
12,11,12,test,2004999,396599,334545,2004999,142831,0,0,24449,1.32333,1.33667,401
12,12,4,test,2004999,396599,334545,2004999,92489,0,0,32903,1.32,1.33333,330
12,12,5,test,2004999,396599,334545,2004999,101449,0,0,30670,1.33333,1.34667,356
12,12,6,test,2004999,396599,334545,2004999,109071,0,0,28864,1.33667,1.35,382
12,12,7,test,2004999,396599,334545,2004999,115290,0,0,27812,1.35,1.36333,408
12,12,8,test,2004999,396599,334545,2004999,121832,0,0,27330,1.36667,1.38,435
12,12,9,test,2004999,396599,334545,2004999,127899,0,0,26691,1.39,1.40333,466
12,12,10,test,2004999,396599,334545,2004999,133435,0,0,25858,1.43667,1.45,449
12,12,11,test,2004999,396599,334545,2004999,138198,0,0,25157,1.45667,1.47,473
12,12,12,test,2004999,396599,334545,2004999,142681,0,0,24444,1.46333,1.47667,497
